;previous_sentence;question
1652;"
alors il faut il faut essayer de réagir de temps en temps

quelquefois c'est très drôle mais enfin faut pas en abuser
";est-ce qu'il y a des mots qui sont interdits ?
1653;"
hm hm
est-ce qu'il y a des mots qui sont interdits ?
";comment dirais-je ? malpolis malhonnêtes oui 
1654;"

oui les mots les mots 
comment dirais-je ? malpolis malhonnêtes oui 
";à à lettres impaires ? 
1655;"
ah oui je tiens à ce qu'on soit correct 
";est-ce que vous prenez des sanctions ?
1656;"
ah oui 
";c'était c'était surtout votre père ou votre mère ?
1657;"
les deux 
";et pour quel genre de choses ? 
1658;"
hm hm ce laisser-aller

";est-ce qu'on prenait des sanctions ?
1659;"
oh oui
";quel genre ?
1660;"
bien bien bien alors maintenant ah oui euh italienne 

";euh vous avez combien d'enfants ?
1661;"
quatre enfants 

";votre profession ça s'appelle comment ?
1662;"
et en même temps j'ai une entreprise de peinture euh décoration
peinture en bâtiments décoration 



";et euh vous êtes à Orléans depuis quand ?
1663;"

alors pour le contrôle enfin j'arrête là 
euh 
";est-ce que vous avez un poste de radio ? 
1664;"
bien sûr
";euh est-ce que vous l'écoutez beaucoup ? 
1665;"
non
";enfin la chaîne préférée ? 
1666;"
ah bon 

";euh la télévision ? 
1667;"
qui sont pas toujours intéressants hélas

";enfin quel genre d'émissions est-ce que vous choisissez ?
1668;"

";et le cinéma vous y allez ? 
1669;"
je peux rester un an sans aller au cinéma puis nous irons trois semaines de suite 
";euh quel genre de films ?
1670;"



";est-ce que à votre avis la radio la télévision le cinéma ce sont des instruments de culture ? 
1671;"
un peu ennuyeuse à vous poser étant donné que c'est votre métier c'est votre métier
ça c'est mon métier oui ça oui oui oui
";quelles sont vos préférences du côté de la peinture ?
1672;"
un peu ennuyeuse à vous poser étant donné que c'est votre métier c'est votre métier
ça c'est mon métier oui ça oui oui oui
";des mouvements ?
1673;"
beaucoup oui
hm
";vous allez dans les musées ? 
1674;"
ou dans les galeries 
bien sûr
";privées plutôt ?
1675;"
oui
";où y a de la musique ? 
1676;"
oui
";euh quel genre de musique surtout ?
1677;"

bah de la grande musique c'est un grand mot mais enfin euh mettons de la bonne musique 
";euh par exemple ? 
1678;"
hm oui

euh par exemple ? 
"; que ce qui m'empêche pas du tout de d'apprécier certaines chansons actuelles hein ?
1679;"

je sais pas moi ça peut être du Bach du Mozart ou 

ce qui m'empêche 
 que ce qui m'empêche pas du tout de d'apprécier certaines chansons actuelles hein ?

";euh est-ce que vous pratiquez un instrument ?
1680;"
pas du tout
";euh vous possédez des disques ?
1681;"
oui bien sûr 
mais enfin c'est surtout mes enfants
";et est-ce que vous allez au concert ? 
1682;"

";au théâtre ?
1683;"
ici 
";ou à Paris ?
1684;"
Paris 
Paris
";toujours la même suite dans les questions quel genre de pièces ou quels auteurs ?
1685;"

";qu'est-ce que c'est pour vous une pièce horrible ?
1686;"
regarder 
voilà
";vous savez à peu près combien de fois dans l'année ? 
1687;"
regarder 
voilà
";ou est-ce que c'est comme pour le cinéma ?
1688;"
oui

";est-ce que vous prenez habituellement un journal ?
1689;"
oui je prends le journal local
";c'est lequel ? 
1690;"
La République du Centre
";euh d'autres journaux périodiques revues ?
1691;"

";enfin est-ce que tout cela vous laisse le temps de lire ? 
1692;"
je lis beaucoup

";polarisations ?
1693;"
hm hm
";est-ce qu'il y a un parti politique qui représente vos opinions ? 
1694;"
non 
";est-ce que je peux vous demander de quel côté vous vous placez politiquement dans le spectre ?
1695;"
vitraux

";dans ce dans ce métier ? 
1696;"
quel mot employer 
mon père avant moi 
faisait ce métier 
hm hm
";n'est-ce pas ?
1697;"
hm hm
";n'est-ce pas ? et ça les vitraux par exemple m'ont toujours toujours toujours passionné 
1698;"
un salon ou euh enfin c'est vraiment de la décoration donc 
si vous voulez ça reste un petit peu dans mon premier élément et puis très souvent ça se complète si je fais un appartement il est possible que je fasse un vitrail en même temps enfin

voilà c'est pour ça 
";alors c'est euh l'agencement total ?
1699;"

enfin on y arrive quoi
";à la fin du processus est-ce que c'était celle du client ou la vôtre ?
1700;"
vous ça ça arrive

ça arrive
";euh votre métier euh est-ce qu'il y a des études précises euh pour devenir peintre-verrier ?
1701;"
non
c'est v-
";venu tout seul ?
1702;"
oui 
oui
";c'est l'école classique hein ? les beaux-arts ou moi j'ai fait un peu les beaux-arts j'ai fait le Centre d'Art Sacré
1703;"
mais la partie artistique bon ben vous savez c'est le
c'est l'école classique hein ? les beaux-arts ou moi j'ai fait un peu les beaux-arts j'ai fait le Centre d'Art Sacré

";puis j'aurais dû vous le demander euh vous vous avez fait les beaux-arts ? 
1704;"
oui oui
";euh à Paris ?
1705;"
je je sais pas


";vous connaissez ?
1706;"
bon puis c'est tombé vraiment

";c'est triste comment est-ce que vous expl- vous expliquez ça ?
1707;"
c'est triste comment est-ce que vous expl- vous expliquez ça ?
";n'est-ce pas ? 
1708;"
ils ont cessé pour ça 

je pense
";enfin est-ce qu'il y a d'autres d'autres centres maintenant ? s'il y avait quelqu'un qui
1709;"

et j- j'ai complètement oublié le le nom de cette abbaye 

enfin tant pis

";au point de vue vitrail ou au point de vue art ?
1710;"
concurrence déloyale
"; enfin je suis pas anticlérical hein ?
1711;"
mais enfin il faut avouer que
";et euh vos commandes du côté vitrail est-ce que c'est pour la plupart ecclésiastique ou ?
1712;"
vraiment mais 
";ah si récemment que ça ?
1713;"
oui
";hein ? euh et puis dix-neuf cent y a eu un petit sursaut parce que c'est une époque 
1714;"
oui
";n'est-ce pas ? mais par contre moi je peux pas tout faire donc certaines commandes 
1715;"
de telle façon
oui oui tout le côté 
";avec un esprit plus plus dégagé hein ? 
1716;"
technique oui

oui

et puis alors donc ça suppose une main d'oeuvre euh si vous voulez un espèce d'esclavage c'est un grand mot mais enfin 
une espèce de servitude euh 

alors que les peintres qui eux sont uniquement peintres sont dégagés de cette chose-là ils peu- ils peuvent travailler 
avec un esprit plus plus dégagé hein ? 


";alors qu'est-ce qui se passe ? est-ce que les peintres en général sont conscients de 
1717;"
non seulement des limites des limitations mais aussi des possibilités 
";de ressource ?
1718;"

euh et si le type a vraiment quelque chose dans le ventre comme on peut dire bon ben il a vite compris

";est-ce que d'habitude vous le faites avant coup ou après à partir d'un carton ?
1719;"
ah bon 
";voyez-vous ? parce que euh on on peut lui dire très facilement ben vous voyez cette coupe ce verre que vous que tu as mis comme ça euh
1720;"
ah bon ?
";voyez-vous ?
1721;"

c'est pas si compliqué que ça quoi

";est-ce que est-ce que vous trouvez des explications pour cette renaissance tout de même ? 
1722;"
pense
oui
";enfin c'est un point de vue personnel hein ? 
1723;"
oui
";voyez-vous ? 
1724;"
voyez-vous ? 

";enfin quelle est l'attitude envers le vitrail ? 
1725;"
dehors de ça 
oui
";vraiment ils ignorent hein ?
1726;"
ah vous utilisez toujours les techniques 
";traditionnelles ?
1727;"
oui euh on fait des verres collés ce qu'on ne faisait pas avant 
qui sont pas du vitrail qui sont pas du verre coloré c'est 
euh mais enfin le vitrail traditionnel existe toujours et je moi je suis persuadé qu'on le fera encore dans quatre ou cinq cents ans enfin je l'espère 
je l'espère 
";est-ce que vous pourriez me décrire la réalisation ?
1728;"

";d'un vitrail ?
1729;"
d'un vitrail ?
d'un vitrail
";enfin je vais schématiser hein ? 
1730;"
oui
";vous comprenez ? ou ça peut être un salon euh chez un particulier comme ça peut être une cage d'escalier bon c'est pas la même chose ou une église du quinzième et une autre du treizième c'est pas 
1731;"
de faire la même chose 
puis si on veut être honnête un un bon peintre ne fera jamais deux fois le même tableau donc
euh nous on est obligé aussi même pour les choses les plus simples de faire un projet une maquette au dixième en couleur 
";n'est-ce pas ? 
1732;"
oui
";n'est-ce pas ? alors vous avez donc les taches les taches de couleur les lignes noires sont
1733;"

et 

c'est ce que nous présentons au client en disant bon ben moi votre problème je le vois comme ça 

";hein ? qu'en pensez-vous ?
1734;"
ah oui
";voyez-vous ? 
1735;"
oui
";n'est-ce pas ? 
1736;"
ah oui
";n'est-ce pas ? bon 
1737;"
ah oui 
";voyez-vous ? bon 
1738;"
alors là on intervient avec une une poudre spéciale qu'on appelle de la grisaille qui est à base d'oxyde de fer 
";la contient ?
1739;"
ah oui oui 
";n'est-ce pas ? alors 
1740;"
oui
";n'est-ce pas ?
1741;"
oui 
";n'est-ce pas ?
1742;"
oui 
";voyez-vous ?
1743;"
ah bon 
";enfin j'ai simplifié hein ? 
1744;"
réassemblage 
remise en plomb définitive 

masticage pour l'étanchéité et pose

";et il faut compter combien de temps pour cette suite d'opérations ? enfin 
1745;"
oui 
";n'est-ce pas ? vous mettrez presque euh
1746;"
ah oui 
";voyez-vous ? c'est très difficile bon enfin mettez un vitrail comme celui-ci il faut compter euh 
1747;"
oui même deux mois
";est-ce que est-ce qu'il vous arrive d'avoir des des problèmes avec les clients ?
1748;"
hm
";voyez-vous ? alors c'est parfois extrêmement pénible parce que euh quand nous travaillons pour l'Etat 
1749;"
ah bon ?

";n'est-ce pas ? alors vous êtes obligé d'apporter d'avancer le prix du verre le prix de la main-
1750;"
mon vrai
oui 
";hein ? parce que la clientèle particulière là aussi on a des difficultés par exemple en décoration mais quand même au point de vue règlement c'est tout de même euh 
1751;"
y a pas de problème enfin si y a quand même des problèmes parce que l'église peut être classée monument historique alors il faut passer faire passer les 
les maquettes devant les commissions 
commission diocésaine d'Art Sacré commission de des Monuments Historiques à Paris sous-commission enfin ça passe devant

un tas de gens
";pro- problèmes stylistiques là-dedans ? 
1752;"
et puis la commission nationale d'Art Sacré quand même

";c'est quoi exactement ? 
1753;"
euh enfin la commission c'est euh

c'est quoi exactement ? 
";ça fait partie de la hiérarchie ?
1754;"
tout au moins 

";alors c'est à cause d'avoir grandi ? 
1755;"
dix douze par là 
";ici vous en avez combien d'ouvriers ?
1756;"
et est-ce que vous opérez surtout à Orléans ou dans 
";la banlieue ? 
1757;"
vitraux oui
oui
";oui là il nous est arrivé de faire des vitraux pour une église à Rodez voyez-vous ? 
1758;"
ah 
";voyez-vous ? on a travaillé pour le le temple protestant de Monaco ou on tr- on est en train de faire des vitraux pour euh Caen 
1759;"
ah oui 

";voyez-vous ? là je suis en train de restaurer des vitraux de la cathédrale d'Orléans alors mais là c'est à 
1760;"
 oui 
";ça aurait été pour quelque chose dans la renaissance pour stimuler ?
1761;"
oui
";dans le reste de la France vous savez c'est j'y crois moins hein ?
1762;"
ou quand vous allez au milieu de l'Auvergne par exemple euh qui n'a 
l'influence normande euh de la Normandie je j'y crois beaucoup moins 

hein ? 

";et pour l'étranger ?
1763;"
j'ose toujours pas vous offrir ça 
";non ? non non
1764;"
c'est 
on achète 
";on achète au catalogue est-ce que ça se produit toujours ?
1765;"
non c'est c'est c'est c'est impensable 

";pourtant ça arrivait ?
1766;"
hm hm
";il était évêque ? oui 
1767;"
si vous 
";voulez oui pourquoi pas ? 
1768;"
oui oui
";est-ce que la collaboration avec les architectes est fructueuse en général ? 
1769;"
du moment qu'y aurait que le terrain
";pourquoi pas ? mais s- même sur les maquettes même sur les croquis sur les ébauches sur tout euh 
1770;"
oui 
";voyez-vous ? 
1771;"
oui
";mais c'est quoi au juste comme technique ?
1772;"
je fais beaucoup de vitraux 
";ce serait dans quelle catégorie ?
1773;"
au point de vue artistique 


";ou au point de vue technique ? 
1774;"
oui
";tout du moins au point de vue polyester hein ? 
1775;"
mais enfin 
mais comment
";est-ce qu'on a réagi ? 
1776;"
euh mais jusqu'à quarante cinquante ans je crois qu'on a pas mal réagi du tout 
";ah bon enfin on a quand même pas jeté des pierres ? 
1777;"
non non

mais je crois que c'est c'est intéressant

";et les autres expériences ? parce qu'il y a toujours des choses très intéressantes et qui se font je pense par exemple à à Guillaume Gillet
1778;"
pardon ?
";à c'est Guillaume Gillet n'est-ce pas ? 
1779;"
pour l'instant 
faut voir ça 
";vous vous connaissez ?
1780;"
oui 
";vous êtes amis ? 
1781;"

alors est-ce que vous pourriez décrire un peu 

";ce qui c'- c'est pas mal hein ? 
1782;"
oui
";bon on est on est moderne par le matériau mais on n'a pas osé aller très très loin trop loin vous comprenez ? 
1783;"
vous 

parce que là vraiment Ronchamps
";c'est quelque chose d'extraordinaire si vous av- vous connaissez ?
1784;"
c'est intéressant

seulement évidemment y on voit ça parce que c'est tout de même construit depuis depuis vingt ans maintenant
";tant que ça ?
1785;"

et finalement euh c'- hum c'est un degré si vous voulez 
mais quand on voit avec le recul moi je trouve qu'on a pas été assez loin 

";est-ce qu'il a fait autre chose depuis ?
1786;"

sur le plan sténo 

la nef le clocher 
";enfin c'est pas mal quand même hein ? 
1787;"
oui oui
mais ça ça c'est quand même très

très bien je crois que ça restera euh ça marquera une époque quoi 

";est-ce que vous trouvez que Orléans donne un cadre propice pour votre travail ?
1788;"
oui y a le côté positif 
";voyez-vous ?
1789;"

c'est ça 
";mais la ville elle-même ? 
1790;"

";et ça depuis quand ? 
1791;"
alors euh

mais enfin c'est pas très 
";profond hein ? 
1792;"
oui 
";qu'est-ce que vous en pensez ? 
1793;"
moi je 

";et la Source sur le plan général du côté du côté plastique ? 
